Container is store 10000 plants:
0: Tree: age = 74581, name = XwFnuYs, GetQuotient = 0.14285714285714285
9061: Flower: name = xqLFYPp, Type = Type.WILD, GetQuotient = 0.0
9062: Flower: name = TVjVsJMhO, Type = Type.WILD, GetQuotient = 0.0
9063: Tree: age = 62292, name = rMXtUQheaiVUJ, GetQuotient = 0.23076923076923078
9064: Tree: age = 76992, name = vCS, GetQuotient = 0.0
9065: Tree: age = 26944, name = ENXZRhUgm, GetQuotient = 0.0
9066: Flower: name = CSNWfwWipcYtdIL, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
9067: Bush: month = Month.MARCH, name = cGxjlAeneEjqLo, GetQuotient = 0.21428571428571427
9068: Tree: age = 66774, name = FFyUgwnwUROzJSIaHjhJ, GetQuotient = 0.05
9069: Tree: age = 43833, name = P, GetQuotient = 0.0
9070: Tree: age = 9969, name = ExZYmmXI, GetQuotient = 0.0
9071: Tree: age = 43416, name = PwKoRADDGMe, GetQuotient = 0.18181818181818182
9072: Tree: age = 15668, name = NAbRdxd, GetQuotient = 0.0
9073: Bush: month = Month.AUGUST, name = eKOMDkQQmt, GetQuotient = 0.1
9074: Flower: name = DcceSoQRsc, Type = Type.HOUSE, GetQuotient = 0.2
9075: Bush: month = Month.SEPTEMBER, name = oFBPDqPjSwyn, GetQuotient = 0.08333333333333333
9076: Flower: name = RBIYyGDGPVSBxRHVutu, Type = Type.HOUSE, GetQuotient = 0.10526315789473684
9077: Flower: name = zvEBIClL, Type = Type.GARDEN, GetQuotient = 0.0
9078: Bush: month = Month.JANUARY, name = fvxTkzf, GetQuotient = 0.0
9079: Bush: month = Month.MARCH, name = xfyHJjGukZufroQ, GetQuotient = 0.2
9080: Flower: name = NMtOvJwlaPrzPk, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
9081: Tree: age = 64840, name = MfcGookfgPnlngYDJro, GetQuotient = 0.15789473684210525
9082: Flower: name = hQdmIWoIB, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
9083: Flower: name = hGxQBtTGRO, Type = Type.WILD, GetQuotient = 0.0
9084: Bush: month = Month.JULY, name = o, GetQuotient = 1.0
9085: Flower: name = tmvGr, Type = Type.WILD, GetQuotient = 0.0
9086: Flower: name = JaAycULaAJyHOjVbdwR, Type = Type.HOUSE, GetQuotient = 0.10526315789473684
9087: Flower: name = bguXk, Type = Type.WILD, GetQuotient = 0.2
9088: Tree: age = 65512, name = KfrQKlBjLaARtVVRx, GetQuotient = 0.058823529411764705
9089: Tree: age = 64075, name = rSEkTtwlc, GetQuotient = 0.0
9090: Flower: name = UHuhGnhcRUZmTa, Type = Type.HOUSE, GetQuotient = 0.14285714285714285
9091: Tree: age = 6493, name = lJGtRnNWQhkl, GetQuotient = 0.0
9092: Tree: age = 83621, name = mAjnuBeTyqw, GetQuotient = 0.18181818181818182
9093: Bush: month = Month.MARCH, name = tbbgt, GetQuotient = 0.0
9094: Bush: month = Month.APRIL, name = Lw, GetQuotient = 0.0
9095: Tree: age = 86837, name = TIyvkIfmlrmfyFgTa, GetQuotient = 0.058823529411764705
9096: Flower: name = dOuCxf, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
9097: Bush: month = Month.DECEMBER, name = eZXdq, GetQuotient = 0.2
9098: Flower: name = mLhV, Type = Type.GARDEN, GetQuotient = 0.0
9099: Bush: month = Month.MAY, name = URFnHksCwqKD, GetQuotient = 0.0
9100: Tree: age = 11903, name = saWhipBolXnh, GetQuotient = 0.25
9101: Tree: age = 89817, name = bIUOkr, GetQuotient = 0.0
9102: Tree: age = 32261, name = UDp, GetQuotient = 0.0
9103: Bush: month = Month.APRIL, name = LbMjNeDGbW, GetQuotient = 0.1
9104: Flower: name = zKZzd, Type = Type.WILD, GetQuotient = 0.0
9105: Flower: name = GLaENpcPLUN, Type = Type.WILD, GetQuotient = 0.09090909090909091
9106: Tree: age = 1113, name = ynbaibqGylkKSIscAN, GetQuotient = 0.1111111111111111
9107: Tree: age = 11667, name = LvZldfbVFIvPvmbljsp, GetQuotient = 0.0
9108: Flower: name = VaANonMVUiCrb, Type = Type.HOUSE, GetQuotient = 0.23076923076923078
9109: Tree: age = 15647, name = evTwJZRWP, GetQuotient = 0.1111111111111111
9110: Tree: age = 36844, name = sFRkX, GetQuotient = 0.0
9111: Bush: month = Month.JULY, name = sOccTJjtZ, GetQuotient = 0.0
9112: Tree: age = 95085, name = vkh, GetQuotient = 0.0
9113: Bush: month = Month.OCTOBER, name = gGlKVWEosqzhCtXN, GetQuotient = 0.0625
9114: Tree: age = 13314, name = IboJiiX, GetQuotient = 0.42857142857142855
9115: Tree: age = 85057, name = pgoh, GetQuotient = 0.25
9116: Flower: name = d, Type = Type.HOUSE, GetQuotient = 0.0
9117: Bush: month = Month.MARCH, name = xPH, GetQuotient = 0.0
9118: Flower: name = yVS, Type = Type.WILD, GetQuotient = 0.0
9119: Tree: age = 15552, name = qEOTCLtdOIR, GetQuotient = 0.0
9120: Bush: month = Month.JUNE, name = hjHrwyMDpVG, GetQuotient = 0.0
9121: Flower: name = VWJxeMRZCYeLNRhdt, Type = Type.GARDEN, GetQuotient = 0.11764705882352941
9122: Flower: name = NqvfTRPaf, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
9123: Tree: age = 28788, name = ozxhRmfBLrV, GetQuotient = 0.09090909090909091
9124: Tree: age = 38874, name = ptwjbQUHY, GetQuotient = 0.0
9125: Bush: month = Month.OCTOBER, name = v, GetQuotient = 0.0
9126: Tree: age = 23982, name = yz, GetQuotient = 0.0
9127: Tree: age = 59051, name = SgPOWsMeCdXTSlfnby, GetQuotient = 0.05555555555555555
9128: Flower: name = yZCpBqZUokBAd, Type = Type.WILD, GetQuotient = 0.07692307692307693
9129: Tree: age = 54040, name = QdrsoTP, GetQuotient = 0.14285714285714285
9130: Bush: month = Month.MAY, name = T, GetQuotient = 0.0
9131: Bush: month = Month.DECEMBER, name = GhgDvlBu, GetQuotient = 0.125
9132: Bush: month = Month.FEBRUARY, name = ZhxjwYJBIvlnrTUggeV, GetQuotient = 0.05263157894736842
9133: Tree: age = 36073, name = GW, GetQuotient = 0.0
9134: Flower: name = Zq, Type = Type.HOUSE, GetQuotient = 0.0
9135: Bush: month = Month.FEBRUARY, name = NEY, GetQuotient = 0.0
9136: Flower: name = eWQqxItqRcBPlJF, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
9137: Flower: name = eB, Type = Type.HOUSE, GetQuotient = 0.5
9138: Bush: month = Month.DECEMBER, name = DrHFanPysu, GetQuotient = 0.2
9139: Tree: age = 70526, name = b, GetQuotient = 0.0
9140: Flower: name = GaNXthHjpqepdMNl, Type = Type.WILD, GetQuotient = 0.125
9141: Flower: name = vbQcFu, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
9142: Bush: month = Month.SEPTEMBER, name = qIxyakbmodkFCeIsFmmp, GetQuotient = 0.15
9143: Tree: age = 19190, name = VVUAjYJ, GetQuotient = 0.0
9144: Tree: age = 4732, name = a, GetQuotient = 1.0
9145: Flower: name = iVsSPcqjiAhGv, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
9146: Bush: month = Month.FEBRUARY, name = qPwiLnUyTSbXiR, GetQuotient = 0.14285714285714285
9147: Tree: age = 26319, name = ZFfazSUBJRLVUxknb, GetQuotient = 0.058823529411764705
9148: Flower: name = PlxHtPmkBXWevAkE, Type = Type.GARDEN, GetQuotient = 0.0625
9149: Tree: age = 64066, name = lCGMSiIZOEnQ, GetQuotient = 0.08333333333333333
9150: Tree: age = 18040, name = NkUWXkYbETAyKcNVAWF, GetQuotient = 0.0
9151: Tree: age = 75037, name = OCI, GetQuotient = 0.0
9152: Tree: age = 97367, name = P, GetQuotient = 0.0
9153: Flower: name = Get, Type = Type.HOUSE, GetQuotient = 0.3333333333333333
9154: Tree: age = 57924, name = eBYp, GetQuotient = 0.25
9155: Tree: age = 38740, name = pQOo, GetQuotient = 0.25
9156: Bush: month = Month.JUNE, name = KTgTAfkHQ, GetQuotient = 0.0
9157: Flower: name = xjubgp, Type = Type.WILD, GetQuotient = 0.16666666666666666
9158: Tree: age = 40449, name = UHrkyvFpJdLRsG, GetQuotient = 0.0
9159: Tree: age = 67204, name = qOypgJWWKFKlAke, GetQuotient = 0.06666666666666667
9160: Bush: month = Month.JUNE, name = XMWGcYmfQdlswaXGo, GetQuotient = 0.11764705882352941
9161: Bush: month = Month.AUGUST, name = qUtsQA, GetQuotient = 0.0
9162: Tree: age = 86663, name = COWQRaPI, GetQuotient = 0.125
9163: Flower: name = mVPOvAPH, Type = Type.WILD, GetQuotient = 0.0
9164: Tree: age = 5925, name = kEjvGqIyXqrjfJfyRHJ, GetQuotient = 0.0
9165: Flower: name = jhLIFhape, Type = Type.HOUSE, GetQuotient = 0.2222222222222222
9166: Tree: age = 74470, name = PTs, GetQuotient = 0.0
9167: Tree: age = 19184, name = MWjFOXKbtDLkpmV, GetQuotient = 0.0
9168: Tree: age = 2913, name = mlPkBzMvFyX, GetQuotient = 0.0
9169: Tree: age = 29984, name = uaBnONwR, GetQuotient = 0.25
9170: Tree: age = 50696, name = vGUazRf, GetQuotient = 0.14285714285714285
9171: Flower: name = jCeXixIbjJsd, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
9172: Bush: month = Month.DECEMBER, name = DMemjtRwa, GetQuotient = 0.2222222222222222
9173: Flower: name = DmPiTjDQQRUEcTWhNdY, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
9174: Tree: age = 43777, name = TGGdhoPoYsWweN, GetQuotient = 0.21428571428571427
9175: Flower: name = yDHDALSxwDauOpsj, Type = Type.WILD, GetQuotient = 0.125
9176: Flower: name = LlNkEz, Type = Type.HOUSE, GetQuotient = 0.0
9177: Flower: name = mzzFlcDrRve, Type = Type.GARDEN, GetQuotient = 0.09090909090909091
9178: Bush: month = Month.FEBRUARY, name = JwjKWEybCNazBypVJ, GetQuotient = 0.058823529411764705
9179: Tree: age = 52552, name = PKWNN, GetQuotient = 0.0
9180: Flower: name = hmVUyzExNbfynloqKU, Type = Type.WILD, GetQuotient = 0.05555555555555555
9181: Tree: age = 82400, name = LBgNdqysifIkdShPVi, GetQuotient = 0.1111111111111111
9182: Flower: name = H, Type = Type.WILD, GetQuotient = 0.0
9183: Tree: age = 54761, name = HuhicOv, GetQuotient = 0.2857142857142857
9184: Flower: name = OEhPfLSujTak, Type = Type.GARDEN, GetQuotient = 0.16666666666666666
9185: Tree: age = 64504, name = Og, GetQuotient = 0.0
9186: Flower: name = hiUEPUECsGGmnqdsRXC, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
9187: Flower: name = oiJmCDOmYYasHeYy, Type = Type.HOUSE, GetQuotient = 0.25
9188: Flower: name = sTwfjnPBMhakeCXrHmdy, Type = Type.GARDEN, GetQuotient = 0.1
9189: Flower: name = PmgHCD, Type = Type.GARDEN, GetQuotient = 0.0
9190: Bush: month = Month.AUGUST, name = wczCIayjCOH, GetQuotient = 0.09090909090909091
9191: Tree: age = 1239, name = XewHYqypuqDRRUfgYW, GetQuotient = 0.1111111111111111
9192: Flower: name = zmdxTEfqmakAjPwFPVj, Type = Type.GARDEN, GetQuotient = 0.05263157894736842
9193: Flower: name = IQNWePh, Type = Type.WILD, GetQuotient = 0.14285714285714285
9194: Flower: name = CayqpDbwXcgzpg, Type = Type.GARDEN, GetQuotient = 0.07142857142857142
9195: Bush: month = Month.NOVEMBER, name = AfYg, GetQuotient = 0.0
9196: Tree: age = 41929, name = vYQdJqaW, GetQuotient = 0.125
9197: Flower: name = wjhc, Type = Type.GARDEN, GetQuotient = 0.0
9198: Bush: month = Month.SEPTEMBER, name = gEUJCVuUdceJrqAtUS, GetQuotient = 0.1111111111111111
9199: Tree: age = 94644, name = WJNANpcbRliaeNVGNdPM, GetQuotient = 0.15
9200: Tree: age = 35340, name = rblpA, GetQuotient = 0.0
9201: Tree: age = 9458, name = IRBxlHDrPOwmp, GetQuotient = 0.0
9202: Bush: month = Month.APRIL, name = VMGansy, GetQuotient = 0.14285714285714285
9203: Tree: age = 35427, name = YuLJSdmzNMPZPqFYoDD, GetQuotient = 0.10526315789473684
9204: Flower: name = SXQnwwX, Type = Type.HOUSE, GetQuotient = 0.0
9205: Flower: name = i, Type = Type.GARDEN, GetQuotient = 1.0
9206: Flower: name = HDLRnxE, Type = Type.WILD, GetQuotient = 0.0
9207: Bush: month = Month.JULY, name = fdNbvGLEmDSgeT, GetQuotient = 0.07142857142857142
9208: Tree: age = 32368, name = nk, GetQuotient = 0.0
9209: Bush: month = Month.JANUARY, name = PErKTcUZcfWTgfP, GetQuotient = 0.0
9210: Tree: age = 40171, name = otPrLswCnGxCXxuZ, GetQuotient = 0.125
9211: Tree: age = 99207, name = vX, GetQuotient = 0.0
9212: Flower: name = uSbd, Type = Type.WILD, GetQuotient = 0.25
9213: Flower: name = GXrpHBBTOLKxiUuIV, Type = Type.GARDEN, GetQuotient = 0.11764705882352941
9214: Bush: month = Month.APRIL, name = WUVknfRHTK, GetQuotient = 0.0
9215: Flower: name = sfVbqXBMTQuiPDL, Type = Type.GARDEN, GetQuotient = 0.13333333333333333
9216: Tree: age = 90849, name = JxffHHghpVniL, GetQuotient = 0.07692307692307693
9217: Flower: name = bRdaADxO, Type = Type.HOUSE, GetQuotient = 0.125
9218: Flower: name = ZPAcGoisb, Type = Type.WILD, GetQuotient = 0.2222222222222222
9219: Flower: name = MtDvb, Type = Type.GARDEN, GetQuotient = 0.0
9220: Flower: name = llsajMZjzmoVEqBy, Type = Type.HOUSE, GetQuotient = 0.125
9221: Flower: name = QbMiuVMmlpEMkIwocMPp, Type = Type.GARDEN, GetQuotient = 0.15
9222: Bush: month = Month.OCTOBER, name = dM, GetQuotient = 0.0
9223: Tree: age = 25345, name = RPXteGNLWm, GetQuotient = 0.1
9224: Flower: name = UTdamLvRzrEujgKsAQ, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
9225: Bush: month = Month.JUNE, name = sgQTiZEuOzyGdozpga, GetQuotient = 0.2222222222222222
9226: Flower: name = OKwRsSifTTGvhBQKmMJ, Type = Type.HOUSE, GetQuotient = 0.05263157894736842
9227: Flower: name = WBksZzOZfFZBkhY, Type = Type.GARDEN, GetQuotient = 0.0
9228: Flower: name = OHzDyXZCwOroipa, Type = Type.GARDEN, GetQuotient = 0.2
9229: Tree: age = 29972, name = meDsUsbutzUu, GetQuotient = 0.25
9230: Flower: name = uUdXgATZYT, Type = Type.HOUSE, GetQuotient = 0.1
9231: Tree: age = 92029, name = NKCYNgbGWSXrTX, GetQuotient = 0.0
9232: Flower: name = liguNPXwJsSp, Type = Type.WILD, GetQuotient = 0.16666666666666666
9233: Tree: age = 65199, name = qnJV, GetQuotient = 0.0
9234: Bush: month = Month.AUGUST, name = izfzkm, GetQuotient = 0.16666666666666666
9235: Flower: name = aMPTERAIyuCnK, Type = Type.HOUSE, GetQuotient = 0.15384615384615385
9236: Tree: age = 99638, name = dHBLl, GetQuotient = 0.0
9237: Tree: age = 85339, name = pF, GetQuotient = 0.0
9238: Flower: name = hw, Type = Type.WILD, GetQuotient = 0.0
9239: Tree: age = 13691, name = iDpaEjNisVhLOrfBy, GetQuotient = 0.17647058823529413
9240: Tree: age = 38579, name = WrXxFAEP, GetQuotient = 0.0
9241: Tree: age = 67170, name = aUNZ, GetQuotient = 0.25
9242: Tree: age = 6474, name = ySeBFMTRsmzQ, GetQuotient = 0.08333333333333333
9243: Tree: age = 13817, name = woHrZVcgk, GetQuotient = 0.1111111111111111
9244: Tree: age = 71176, name = DEHgBuAfHRapaD, GetQuotient = 0.21428571428571427
9245: Flower: name = nEnwdJoafjG, Type = Type.HOUSE, GetQuotient = 0.18181818181818182
9246: Tree: age = 33414, name = vG, GetQuotient = 0.0
9247: Bush: month = Month.SEPTEMBER, name = lbkXRnKgqnTj, GetQuotient = 0.0
9248: Flower: name = Gz, Type = Type.WILD, GetQuotient = 0.0
9249: Bush: month = Month.MAY, name = GjbpYXjA, GetQuotient = 0.0
9250: Tree: age = 78103, name = EJhO, GetQuotient = 0.0
9251: Tree: age = 77739, name = EsTwMuMYBhkRfZyoZin, GetQuotient = 0.15789473684210525
9252: Tree: age = 13048, name = aOcR, GetQuotient = 0.25
9253: Flower: name = YYzojtcOQGnic, Type = Type.GARDEN, GetQuotient = 0.15384615384615385
9254: Bush: month = Month.FEBRUARY, name = ylVthnCGiJXtSKAKW, GetQuotient = 0.058823529411764705
9255: Bush: month = Month.AUGUST, name = falxhTREjRyKcvPTS, GetQuotient = 0.058823529411764705
9256: Tree: age = 19970, name = AuCqSJwClvspt, GetQuotient = 0.07692307692307693
9257: Bush: month = Month.AUGUST, name = lUh, GetQuotient = 0.0
9258: Tree: age = 59567, name = Mxi, GetQuotient = 0.3333333333333333
9259: Flower: name = JZkwsQIGJPCPZtCvWI, Type = Type.HOUSE, GetQuotient = 0.0
9260: Tree: age = 57474, name = hFJStoJPiyGPZesOL, GetQuotient = 0.17647058823529413
9261: Flower: name = hHMPKpptsCzzVb, Type = Type.HOUSE, GetQuotient = 0.0
9262: Bush: month = Month.MARCH, name = ySl, GetQuotient = 0.0
9263: Bush: month = Month.NOVEMBER, name = GbKjDNWiSEzqDfw, GetQuotient = 0.06666666666666667
9264: Bush: month = Month.APRIL, name = kLn, GetQuotient = 0.0
9265: Tree: age = 87621, name = SskofzvlF, GetQuotient = 0.1111111111111111
9266: Flower: name = IkxLU, Type = Type.WILD, GetQuotient = 0.0
9267: Bush: month = Month.FEBRUARY, name = syPrYrnRCN, GetQuotient = 0.0
9268: Flower: name = xzJhiLmjNIVKALw, Type = Type.GARDEN, GetQuotient = 0.06666666666666667
9269: Flower: name = xJZQL, Type = Type.HOUSE, GetQuotient = 0.0
9270: Flower: name = SaIUKybwC, Type = Type.HOUSE, GetQuotient = 0.1111111111111111
9271: Flower: name = DNSILb, Type = Type.WILD, GetQuotient = 0.0
9272: Flower: name = FsyExdviaZYX, Type = Type.WILD, GetQuotient = 0.16666666666666666
9273: Bush: month = Month.FEBRUARY, name = o, GetQuotient = 1.0
9274: Bush: month = Month.SEPTEMBER, name = TisgXY, GetQuotient = 0.16666666666666666
9275: Bush: month = Month.NOVEMBER, name = Ank, GetQuotient = 0.0
9276: Tree: age = 89602, name = FXBgnjG, GetQuotient = 0.0
9277: Flower: name = jiHj, Type = Type.HOUSE, GetQuotient = 0.25
9278: Flower: name = mqmhhWLHIpdBeqnX, Type = Type.HOUSE, GetQuotient = 0.0625
9279: Flower: name = eXFaAaoVNPbI, Type = Type.WILD, GetQuotient = 0.3333333333333333
9280: Flower: name = JLxIRXA, Type = Type.GARDEN, GetQuotient = 0.0
9281: Flower: name = BmdyXPQyLSLiwVUFd, Type = Type.WILD, GetQuotient = 0.058823529411764705
9282: Tree: age = 84003, name = bfntaHAVkA, GetQuotient = 0.1
9283: Flower: name = qBwnPGJaI, Type = Type.WILD, GetQuotient = 0.1111111111111111
9284: Tree: age = 27577, name = KWZTQeoGFnFoSUolSq, GetQuotient = 0.2222222222222222
9285: Tree: age = 17020, name = VMdWPsvbt, GetQuotient = 0.0
9286: Flower: name = HgfFeIhErGMgKgF, Type = Type.HOUSE, GetQuotient = 0.06666666666666667
9287: Bush: month = Month.MAY, name = pea, GetQuotient = 0.6666666666666666
9288: Tree: age = 27870, name = ozjbcth, GetQuotient = 0.14285714285714285
9289: Bush: month = Month.SEPTEMBER, name = gV, GetQuotient = 0.0
9290: Tree: age = 39121, name = oEBLK, GetQuotient = 0.2
9291: Flower: name = VSGwdSmxrLmsWgPmtTE, Type = Type.GARDEN, GetQuotient = 0.0
9292: Bush: month = Month.MAY, name = nstlIxr, GetQuotient = 0.0
9293: Flower: name = DcNNSaWUfR, Type = Type.HOUSE, GetQuotient = 0.1
9294: Tree: age = 86906, name = uF, GetQuotient = 0.5
9295: Flower: name = TJUu, Type = Type.GARDEN, GetQuotient = 0.25
9296: Bush: month = Month.SEPTEMBER, name = PtxxuFTENaxqkZeUSJFg, GetQuotient = 0.15
9297: Bush: month = Month.FEBRUARY, name = zxrJOUYZrbymDu, GetQuotient = 0.07142857142857142
9298: Bush: month = Month.JUNE, name = Io, GetQuotient = 0.5
9299: Tree: age = 56925, name = cVjd, GetQuotient = 0.0
9300: Flower: name = ledeqqUHtnMtoEgn, Type = Type.HOUSE, GetQuotient = 0.1875
9301: Bush: month = Month.FEBRUARY, name = iSSPH, GetQuotient = 0.2
9302: Tree: age = 36825, name = WitKg, GetQuotient = 0.2
9303: Flower: name = UmcxuwIB, Type = Type.GARDEN, GetQuotient = 0.125
9304: Flower: name = vHvMIigrbqGB, Type = Type.HOUSE, GetQuotient = 0.08333333333333333
9305: Flower: name = nJ, Type = Type.HOUSE, GetQuotient = 0.0
9306: Tree: age = 86415, name = w, GetQuotient = 0.0
9307: Flower: name = jDviKdoA, Type = Type.GARDEN, GetQuotient = 0.25
9308: Tree: age = 45010, name = WyxdCFneQN, GetQuotient = 0.1
9309: Tree: age = 51956, name = KohzjkwxpacIfLcSM, GetQuotient = 0.11764705882352941
9310: Bush: month = Month.JULY, name = bjbytTHTKomIHnLwk, GetQuotient = 0.058823529411764705
9311: Tree: age = 13119, name = hGVwBWPVEBeSI, GetQuotient = 0.07692307692307693
9312: Tree: age = 54740, name = WHxpokLyTiKDnnf, GetQuotient = 0.13333333333333333
9313: Tree: age = 57168, name = NNZTNLBhPHZzhjcaOJ, GetQuotient = 0.05555555555555555
9314: Tree: age = 34153, name = QyVmaEiCbTBUqCC, GetQuotient = 0.13333333333333333
9315: Tree: age = 82372, name = qeRhgYBErGNGHy, GetQuotient = 0.07142857142857142
9316: Tree: age = 16549, name = OKjsOTtF, GetQuotient = 0.0
9317: Bush: month = Month.SEPTEMBER, name = jjCXxqQQLJoWjGywo, GetQuotient = 0.11764705882352941
9318: Bush: month = Month.AUGUST, name = tiDTARZ, GetQuotient = 0.14285714285714285
9319: Bush: month = Month.SEPTEMBER, name = EaHZPPwMgghjOdewdUUu, GetQuotient = 0.15
9320: Flower: name = xVDLx, Type = Type.HOUSE, GetQuotient = 0.0
9321: Bush: month = Month.NOVEMBER, name = RnbxhOyBVwOxVgF, GetQuotient = 0.0
9322: Flower: name = AYqSkKwuhqjL, Type = Type.HOUSE, GetQuotient = 0.08333333333333333
9323: Tree: age = 77629, name = z, GetQuotient = 0.0
9324: Bush: month = Month.JULY, name = ra, GetQuotient = 0.5
9325: Bush: month = Month.DECEMBER, name = jnN, GetQuotient = 0.0
9326: Flower: name = SmwBucsdsAKwZaDIsM, Type = Type.GARDEN, GetQuotient = 0.1111111111111111
9327: Flower: name = HyrFMB, Type = Type.HOUSE, GetQuotient = 0.0
9328: Bush: month = Month.SEPTEMBER, name = lX, GetQuotient = 0.0
9329: Tree: age = 93898, name = Fdzt, GetQuotient = 0.0
9330: Tree: age = 62180, name = fOFLDbbyvPcH, GetQuotient = 0.0
9331: Tree: age = 44267, name = VA, GetQuotient = 0.0
9332: Bush: month = Month.JULY, name = FvlxMh, GetQuotient = 0.0
9333: Tree: age = 79927, name = PoKELsf, GetQuotient = 0.14285714285714285
9334: Tree: age = 95245, name = lqbHM, GetQuotient = 0.0
9335: Flower: name = MUIwjgmcsSsc, Type = Type.WILD, GetQuotient = 0.0
9336: Flower: name = AGWeEf, Type = Type.HOUSE, GetQuotient = 0.16666666666666666
9337: Flower: name = zTzIvvHA, Type = Type.HOUSE, GetQuotient = 0.0
9338: Tree: age = 32087, name = dYuLzCTKQdARLBPyro, GetQuotient = 0.1111111111111111
9339: Tree: age = 31269, name = CKyebFTLdeYILhGST, GetQuotient = 0.11764705882352941
9340: Flower: name = vZaTPBANwOsbfZefUuLR, Type = Type.HOUSE, GetQuotient = 0.15
9341: Flower: name = KrDMfBEdJMv, Type = Type.HOUSE, GetQuotient = 0.0
9342: Flower: name = nmLKI, Type = Type.WILD, GetQuotient = 0.0
9343: Bush: month = Month.MARCH, name = TLFRJtn, GetQuotient = 0.0
9344: Flower: name = uULyLrWFUIS, Type = Type.WILD, GetQuotient = 0.09090909090909091
9345: Bush: month = Month.JULY, name = oYIyqeroMG, GetQuotient = 0.3
