Sorted container:
Container is store 10000 plants:
0: Tree: age = 75372, name = a, GetQuotient = 1.0
9144: Flower: name = AmVsHcGOYIXO, Type = Type.GARDEN, GetQuotient = 0.0
9145: Tree: age = 50130, name = M, GetQuotient = 0.0
9146: Flower: name = ZgZmSlrWPDbBtLgE, Type = Type.HOUSE, GetQuotient = 0.0
9147: Flower: name = J, Type = Type.WILD, GetQuotient = 0.0
9148: Bush: month = Month.AUGUST, name = MBTlLNYbcAWNhf, GetQuotient = 0.0
9149: Tree: age = 86105, name = dcytbhwRLgQrU, GetQuotient = 0.0
9150: Flower: name = IQKPtbUpmPIRxgDyKpNn, Type = Type.HOUSE, GetQuotient = 0.0
9151: Bush: month = Month.JULY, name = pfmKLOsZTvgtnyyC, GetQuotient = 0.0
9152: Flower: name = g, Type = Type.WILD, GetQuotient = 0.0
9153: Tree: age = 37222, name = hVHY, GetQuotient = 0.0
9154: Flower: name = nfMUC, Type = Type.HOUSE, GetQuotient = 0.0
9155: Flower: name = HL, Type = Type.GARDEN, GetQuotient = 0.0
9156: Flower: name = FtIsOGwPDRjmj, Type = Type.GARDEN, GetQuotient = 0.0
9157: Flower: name = qLCfjkbwhUNGxMtt, Type = Type.GARDEN, GetQuotient = 0.0
9158: Flower: name = WlPIQVrkzhzz, Type = Type.GARDEN, GetQuotient = 0.0
9159: Flower: name = LOtzjpVMM, Type = Type.WILD, GetQuotient = 0.0
9160: Tree: age = 47763, name = tnLKhjJtYgtGOZgU, GetQuotient = 0.0
9161: Tree: age = 50466, name = xpEwBXBNqcn, GetQuotient = 0.0
9162: Bush: month = Month.OCTOBER, name = ynU, GetQuotient = 0.0
9163: Bush: month = Month.SEPTEMBER, name = Bf, GetQuotient = 0.0
9164: Bush: month = Month.APRIL, name = IjfkLRc, GetQuotient = 0.0
9165: Bush: month = Month.AUGUST, name = TZwkcvlmtUGqScdhHO, GetQuotient = 0.0
9166: Tree: age = 28960, name = CmEhXbs, GetQuotient = 0.0
9167: Bush: month = Month.MAY, name = WmOt, GetQuotient = 0.0
9168: Tree: age = 62915, name = QtZ, GetQuotient = 0.0
9169: Tree: age = 24535, name = rSppQcXfQEj, GetQuotient = 0.0
9170: Bush: month = Month.MARCH, name = fKNzswbNrZOfgjIbgt, GetQuotient = 0.0
9171: Flower: name = DZkl, Type = Type.GARDEN, GetQuotient = 0.0
9172: Bush: month = Month.NOVEMBER, name = DxRQENbZHlJPd, GetQuotient = 0.0
9173: Flower: name = v, Type = Type.GARDEN, GetQuotient = 0.0
9174: Tree: age = 98160, name = F, GetQuotient = 0.0
9175: Tree: age = 82593, name = dAqptAdPtEbqJvwcT, GetQuotient = 0.0
9176: Tree: age = 55993, name = JRlY, GetQuotient = 0.0
9177: Flower: name = rS, Type = Type.WILD, GetQuotient = 0.0
9178: Tree: age = 30682, name = GMrLl, GetQuotient = 0.0
9179: Flower: name = xQlB, Type = Type.WILD, GetQuotient = 0.0
9180: Flower: name = pqkZZVKB, Type = Type.WILD, GetQuotient = 0.0
9181: Bush: month = Month.JULY, name = HNPzBSXpCHFSb, GetQuotient = 0.0
9182: Flower: name = P, Type = Type.HOUSE, GetQuotient = 0.0
9183: Bush: month = Month.OCTOBER, name = MbVpFRNOKrPxyLvALK, GetQuotient = 0.0
9184: Tree: age = 82490, name = UpgxZCHhVCMzMIX, GetQuotient = 0.0
9185: Tree: age = 20775, name = HIc, GetQuotient = 0.0
9186: Tree: age = 73750, name = KdYWOInbyNr, GetQuotient = 0.0
9187: Tree: age = 46453, name = AXmAsxcYgynyqvfHpWZS, GetQuotient = 0.0
9188: Bush: month = Month.JUNE, name = UmlWj, GetQuotient = 0.0
9189: Flower: name = vDf, Type = Type.WILD, GetQuotient = 0.0
9190: Bush: month = Month.APRIL, name = ypPtnyEjVUptC, GetQuotient = 0.0
9191: Bush: month = Month.SEPTEMBER, name = xZGqA, GetQuotient = 0.0
9192: Flower: name = GvWgTgvUCwYcq, Type = Type.HOUSE, GetQuotient = 0.0
9193: Tree: age = 86071, name = FdFXwJYEkIHqs, GetQuotient = 0.0
9194: Bush: month = Month.APRIL, name = wEDM, GetQuotient = 0.0
9195: Flower: name = XEcT, Type = Type.GARDEN, GetQuotient = 0.0
9196: Bush: month = Month.APRIL, name = mC, GetQuotient = 0.0
9197: Tree: age = 43007, name = ZyWTs, GetQuotient = 0.0
9198: Bush: month = Month.MAY, name = Ax, GetQuotient = 0.0
9199: Flower: name = UFUTB, Type = Type.HOUSE, GetQuotient = 0.0
9200: Tree: age = 61076, name = cxLyzy, GetQuotient = 0.0
9201: Tree: age = 13664, name = BrTOMl, GetQuotient = 0.0
9202: Flower: name = nQHMFBVjFSw, Type = Type.GARDEN, GetQuotient = 0.0
9203: Bush: month = Month.NOVEMBER, name = s, GetQuotient = 0.0
9204: Tree: age = 18253, name = hDRInSyF, GetQuotient = 0.0
9205: Flower: name = NJTjvNvvsTGplhVD, Type = Type.WILD, GetQuotient = 0.0
9206: Flower: name = OlEhMbmckWHCwG, Type = Type.HOUSE, GetQuotient = 0.0
9207: Flower: name = KJEFkKDXBs, Type = Type.WILD, GetQuotient = 0.0
9208: Tree: age = 94233, name = zsMFLMhDjq, GetQuotient = 0.0
9209: Tree: age = 68471, name = l, GetQuotient = 0.0
9210: Bush: month = Month.JANUARY, name = AvUKZA, GetQuotient = 0.0
9211: Flower: name = CtLKFwhwfyfxQFQyQAEH, Type = Type.GARDEN, GetQuotient = 0.0
9212: Tree: age = 33284, name = pkTbvCdLYfQN, GetQuotient = 0.0
9213: Flower: name = BUk, Type = Type.GARDEN, GetQuotient = 0.0
9214: Bush: month = Month.MAY, name = s, GetQuotient = 0.0
9215: Flower: name = L, Type = Type.GARDEN, GetQuotient = 0.0
9216: Bush: month = Month.MARCH, name = mTzDYvlx, GetQuotient = 0.0
9217: Flower: name = PHzSvwITzc, Type = Type.WILD, GetQuotient = 0.0
9218: Bush: month = Month.AUGUST, name = ZZsVyFW, GetQuotient = 0.0
9219: Tree: age = 47539, name = yfPYURjxnGgDNlqYU, GetQuotient = 0.0
9220: Tree: age = 17189, name = XNrvG, GetQuotient = 0.0
9221: Flower: name = Ry, Type = Type.WILD, GetQuotient = 0.0
9222: Tree: age = 53290, name = TESsXEcKIqJnUXBUUs, GetQuotient = 0.0
9223: Flower: name = PZ, Type = Type.GARDEN, GetQuotient = 0.0
9224: Tree: age = 69810, name = rycY, GetQuotient = 0.0
9225: Bush: month = Month.MARCH, name = vhTh, GetQuotient = 0.0
9226: Tree: age = 15416, name = RLmbl, GetQuotient = 0.0
9227: Flower: name = TvsLOzWAf, Type = Type.WILD, GetQuotient = 0.0
9228: Flower: name = WZyAvSDLkGEPDRtgEBJw, Type = Type.HOUSE, GetQuotient = 0.0
9229: Tree: age = 4610, name = G, GetQuotient = 0.0
9230: Bush: month = Month.MARCH, name = zlgGnO, GetQuotient = 0.0
9231: Flower: name = AMpV, Type = Type.HOUSE, GetQuotient = 0.0
9232: Flower: name = zpQkHqcNcBySRY, Type = Type.GARDEN, GetQuotient = 0.0
9233: Tree: age = 80132, name = TdByLgmtGOJqySq, GetQuotient = 0.0
9234: Flower: name = YPTPHUFNmmJsdFX, Type = Type.WILD, GetQuotient = 0.0
9235: Tree: age = 21550, name = YfU, GetQuotient = 0.0
9236: Tree: age = 13777, name = B, GetQuotient = 0.0
9237: Tree: age = 77176, name = OjCmgzEQNRbZ, GetQuotient = 0.0
9238: Tree: age = 49208, name = prRqb, GetQuotient = 0.0
9239: Tree: age = 50942, name = lwKrNrkjyddjQQKdmbQF, GetQuotient = 0.0
9240: Flower: name = VXJxDgBKcKWLpSKNCw, Type = Type.HOUSE, GetQuotient = 0.0
9241: Bush: month = Month.OCTOBER, name = b, GetQuotient = 0.0
9242: Bush: month = Month.NOVEMBER, name = VQZcMUfFHJQxIVOlOLg, GetQuotient = 0.0
9243: Flower: name = sPmP, Type = Type.GARDEN, GetQuotient = 0.0
9244: Bush: month = Month.FEBRUARY, name = p, GetQuotient = 0.0
9245: Bush: month = Month.APRIL, name = mpQqCHmCON, GetQuotient = 0.0
9246: Flower: name = DXkKrCw, Type = Type.GARDEN, GetQuotient = 0.0
9247: Flower: name = pGXXyblAUKA, Type = Type.HOUSE, GetQuotient = 0.0
9248: Bush: month = Month.JANUARY, name = BrWkOvbj, GetQuotient = 0.0
9249: Bush: month = Month.FEBRUARY, name = qORl, GetQuotient = 0.0
9250: Bush: month = Month.JULY, name = RyQNL, GetQuotient = 0.0
9251: Bush: month = Month.APRIL, name = UFSScqUHfNgnrfB, GetQuotient = 0.0
9252: Tree: age = 21569, name = YGPD, GetQuotient = 0.0
9253: Flower: name = CFpyYzLHnJJS, Type = Type.GARDEN, GetQuotient = 0.0
9254: Tree: age = 57864, name = RAA, GetQuotient = 0.0
9255: Flower: name = YdlClvcpfnDsJPqwrl, Type = Type.WILD, GetQuotient = 0.0
9256: Flower: name = HHsBWvIyglrnkQwOp, Type = Type.WILD, GetQuotient = 0.0
9257: Flower: name = My, Type = Type.GARDEN, GetQuotient = 0.0
9258: Tree: age = 29563, name = kgnOyBLCUOXkBHk, GetQuotient = 0.0
9259: Bush: month = Month.JANUARY, name = A, GetQuotient = 0.0
9260: Bush: month = Month.DECEMBER, name = fchATn, GetQuotient = 0.0
9261: Bush: month = Month.FEBRUARY, name = k, GetQuotient = 0.0
9262: Bush: month = Month.DECEMBER, name = lmz, GetQuotient = 0.0
9263: Bush: month = Month.JANUARY, name = WsBCc, GetQuotient = 0.0
9264: Flower: name = FIt, Type = Type.HOUSE, GetQuotient = 0.0
9265: Bush: month = Month.JUNE, name = RrCj, GetQuotient = 0.0
9266: Bush: month = Month.AUGUST, name = IflrZ, GetQuotient = 0.0
9267: Flower: name = x, Type = Type.GARDEN, GetQuotient = 0.0
9268: Flower: name = w, Type = Type.HOUSE, GetQuotient = 0.0
9269: Tree: age = 86688, name = skTAyK, GetQuotient = 0.0
9270: Flower: name = bckLB, Type = Type.GARDEN, GetQuotient = 0.0
9271: Flower: name = xcm, Type = Type.HOUSE, GetQuotient = 0.0
9272: Flower: name = I, Type = Type.WILD, GetQuotient = 0.0
9273: Bush: month = Month.NOVEMBER, name = stzmg, GetQuotient = 0.0
9274: Tree: age = 46575, name = WTJ, GetQuotient = 0.0
9275: Tree: age = 53801, name = lCPMGynEXzXJLZgLZ, GetQuotient = 0.0
9276: Bush: month = Month.AUGUST, name = MfwKyyDQH, GetQuotient = 0.0
9277: Bush: month = Month.JULY, name = pvEOxrVqyc, GetQuotient = 0.0
9278: Flower: name = TlPgFfXrSx, Type = Type.GARDEN, GetQuotient = 0.0
9279: Bush: month = Month.NOVEMBER, name = PpSNOdLl, GetQuotient = 0.0
9280: Flower: name = EkNPnwGUdlqU, Type = Type.WILD, GetQuotient = 0.0
9281: Bush: month = Month.FEBRUARY, name = MttUPyqZT, GetQuotient = 0.0
9282: Flower: name = KMIHWBkBCHYWZk, Type = Type.GARDEN, GetQuotient = 0.0
9283: Flower: name = dYyxMrlPIFzjCv, Type = Type.HOUSE, GetQuotient = 0.0
9284: Bush: month = Month.JULY, name = Aq, GetQuotient = 0.0
9285: Flower: name = YgK, Type = Type.HOUSE, GetQuotient = 0.0
9286: Flower: name = bpDTHXFFxctmvlsE, Type = Type.WILD, GetQuotient = 0.0
9287: Bush: month = Month.SEPTEMBER, name = qXnphTG, GetQuotient = 0.0
9288: Flower: name = ZJ, Type = Type.GARDEN, GetQuotient = 0.0
9289: Bush: month = Month.JANUARY, name = qDNs, GetQuotient = 0.0
9290: Bush: month = Month.DECEMBER, name = tzGpBs, GetQuotient = 0.0
9291: Flower: name = bmcGIXLfR, Type = Type.WILD, GetQuotient = 0.0
9292: Tree: age = 43927, name = npFV, GetQuotient = 0.0
9293: Bush: month = Month.APRIL, name = PNXtdAZEREcOpPbA, GetQuotient = 0.0
9294: Bush: month = Month.AUGUST, name = jRtdUyynhzW, GetQuotient = 0.0
9295: Bush: month = Month.SEPTEMBER, name = tlzw, GetQuotient = 0.0
9296: Flower: name = k, Type = Type.WILD, GetQuotient = 0.0
9297: Flower: name = REpMJCnlGyWZxv, Type = Type.HOUSE, GetQuotient = 0.0
9298: Bush: month = Month.JULY, name = lOn, GetQuotient = 0.0
9299: Bush: month = Month.NOVEMBER, name = dzKx, GetQuotient = 0.0
9300: Bush: month = Month.NOVEMBER, name = SPMZQGFQ, GetQuotient = 0.0
9301: Tree: age = 56273, name = ShKrX, GetQuotient = 0.0
9302: Flower: name = SrUUBsWxlnvLFkAGtOH, Type = Type.GARDEN, GetQuotient = 0.0
9303: Bush: month = Month.JANUARY, name = jWTMUvBOJIf, GetQuotient = 0.0
9304: Flower: name = xIqnEAgHFv, Type = Type.GARDEN, GetQuotient = 0.0
9305: Flower: name = ULTtkdgMFhCS, Type = Type.HOUSE, GetQuotient = 0.0
9306: Bush: month = Month.NOVEMBER, name = wx, GetQuotient = 0.0
9307: Tree: age = 5815, name = T, GetQuotient = 0.0
9308: Tree: age = 38908, name = OQzpfJTHpx, GetQuotient = 0.0
9309: Tree: age = 22220, name = CyNVOB, GetQuotient = 0.0
9310: Flower: name = fBv, Type = Type.HOUSE, GetQuotient = 0.0
9311: Bush: month = Month.JULY, name = XCUTRkYF, GetQuotient = 0.0
9312: Flower: name = p, Type = Type.GARDEN, GetQuotient = 0.0
9313: Flower: name = QNGSXx, Type = Type.WILD, GetQuotient = 0.0
9314: Flower: name = FPrMNRsKQF, Type = Type.GARDEN, GetQuotient = 0.0
9315: Bush: month = Month.SEPTEMBER, name = QrhCGXUSQypXZyP, GetQuotient = 0.0
9316: Bush: month = Month.FEBRUARY, name = DRmj, GetQuotient = 0.0
9317: Tree: age = 77235, name = qjQg, GetQuotient = 0.0
9318: Tree: age = 4630, name = BUB, GetQuotient = 0.0
9319: Bush: month = Month.DECEMBER, name = s, GetQuotient = 0.0
9320: Flower: name = kRt, Type = Type.WILD, GetQuotient = 0.0
9321: Flower: name = JKWrgSI, Type = Type.HOUSE, GetQuotient = 0.0
9322: Tree: age = 41195, name = WKdFOTIQshCkcnYfz, GetQuotient = 0.0
9323: Tree: age = 83463, name = VRrfEZOQhf, GetQuotient = 0.0
9324: Tree: age = 14008, name = wwLRTUzrvt, GetQuotient = 0.0
9325: Bush: month = Month.JUNE, name = QcvtFytRSfmyybhIQW, GetQuotient = 0.0
9326: Flower: name = gB, Type = Type.GARDEN, GetQuotient = 0.0
9327: Tree: age = 29340, name = T, GetQuotient = 0.0
9328: Bush: month = Month.MAY, name = wWLjyI, GetQuotient = 0.0
9329: Bush: month = Month.MARCH, name = PxrWhCzEKbkcVh, GetQuotient = 0.0
9330: Flower: name = vVvBX, Type = Type.GARDEN, GetQuotient = 0.0
9331: Flower: name = YgVFcGzEXhRtOmgtb, Type = Type.HOUSE, GetQuotient = 0.0
9332: Flower: name = FlhrpTXhQbZfdKknkjs, Type = Type.GARDEN, GetQuotient = 0.0
9333: Flower: name = AykNZN, Type = Type.HOUSE, GetQuotient = 0.0
9334: Tree: age = 1986, name = kQ, GetQuotient = 0.0
9335: Flower: name = JrgpjvIY, Type = Type.GARDEN, GetQuotient = 0.0
9336: Flower: name = FtDjNAgfGLVpdfvCbJW, Type = Type.GARDEN, GetQuotient = 0.0
9337: Flower: name = QkkgZshFzvrPExP, Type = Type.GARDEN, GetQuotient = 0.0
9338: Bush: month = Month.AUGUST, name = xPbMlHYPBBySSQC, GetQuotient = 0.0
9339: Flower: name = SjfNHYVn, Type = Type.HOUSE, GetQuotient = 0.0
9340: Tree: age = 64456, name = dAgTcTkIdhE, GetQuotient = 0.0
9341: Tree: age = 38960, name = Djs, GetQuotient = 0.0
9342: Flower: name = rqB, Type = Type.GARDEN, GetQuotient = 0.0
9343: Tree: age = 99880, name = pmCvKBEMYVZl, GetQuotient = 0.0
9344: Flower: name = BDWEnymdwslIM, Type = Type.GARDEN, GetQuotient = 0.0
9345: Tree: age = 58524, name = UsZrVZEn, GetQuotient = 0.0
9346: Flower: name = YYXcfbhN, Type = Type.HOUSE, GetQuotient = 0.0
9347: Flower: name = lLhXpyjUZqXMSf, Type = Type.WILD, GetQuotient = 0.0
9348: Tree: age = 45188, name = AtADwF, GetQuotient = 0.0
9349: Tree: age = 79831, name = sT, GetQuotient = 0.0
9350: Bush: month = Month.AUGUST, name = KttO, GetQuotient = 0.0
9351: Flower: name = jFBzrb, Type = Type.GARDEN, GetQuotient = 0.0
9352: Bush: month = Month.SEPTEMBER, name = H, GetQuotient = 0.0
9353: Bush: month = Month.MAY, name = E, GetQuotient = 0.0
9354: Flower: name = lPSmSUtdUGMbYZ, Type = Type.GARDEN, GetQuotient = 0.0
9355: Tree: age = 85710, name = kYd, GetQuotient = 0.0
9356: Flower: name = EdOELVr, Type = Type.WILD, GetQuotient = 0.0
9357: Bush: month = Month.MARCH, name = GOXzsTjKsWhqRg, GetQuotient = 0.0
9358: Bush: month = Month.NOVEMBER, name = BBjxYArSNRnpqWrhK, GetQuotient = 0.0
9359: Flower: name = xm, Type = Type.GARDEN, GetQuotient = 0.0
9360: Bush: month = Month.JANUARY, name = Bn, GetQuotient = 0.0
9361: Bush: month = Month.AUGUST, name = PssQ, GetQuotient = 0.0
9362: Flower: name = P, Type = Type.HOUSE, GetQuotient = 0.0
9363: Flower: name = x, Type = Type.WILD, GetQuotient = 0.0
9364: Tree: age = 10550, name = JqkFXhNwAAgIIb, GetQuotient = 0.0
9365: Flower: name = NRwnTQ, Type = Type.GARDEN, GetQuotient = 0.0
9366: Bush: month = Month.MAY, name = MlrgPSSNjfyGsqSTcSxz, GetQuotient = 0.0
9367: Bush: month = Month.JANUARY, name = FyKjYf, GetQuotient = 0.0
9368: Flower: name = AZZTNTRp, Type = Type.HOUSE, GetQuotient = 0.0
9369: Bush: month = Month.DECEMBER, name = qwn, GetQuotient = 0.0
9370: Flower: name = JTr, Type = Type.GARDEN, GetQuotient = 0.0
9371: Bush: month = Month.APRIL, name = FAJWpGEIsMLcYVDZDZL, GetQuotient = 0.0
9372: Bush: month = Month.MAY, name = xb, GetQuotient = 0.0
9373: Tree: age = 52105, name = z, GetQuotient = 0.0
9374: Tree: age = 78849, name = XAAST, GetQuotient = 0.0
9375: Flower: name = z, Type = Type.WILD, GetQuotient = 0.0
9376: Flower: name = KCtXCYkVLHT, Type = Type.HOUSE, GetQuotient = 0.0
9377: Flower: name = RHNJFhSNLKyvsDWRsrd, Type = Type.GARDEN, GetQuotient = 0.0
9378: Bush: month = Month.DECEMBER, name = ZkQ, GetQuotient = 0.0
9379: Tree: age = 63189, name = nSqM, GetQuotient = 0.0
9380: Flower: name = PYsPxKJwDHKVcspY, Type = Type.HOUSE, GetQuotient = 0.0
9381: Flower: name = K, Type = Type.WILD, GetQuotient = 0.0
9382: Tree: age = 47674, name = JJnCYlCFlxxg, GetQuotient = 0.0
9383: Tree: age = 52517, name = kzfSH, GetQuotient = 0.0
9384: Bush: month = Month.APRIL, name = hElRgSVytUFvwQVq, GetQuotient = 0.0
9385: Bush: month = Month.MAY, name = pw, GetQuotient = 0.0
9386: Flower: name = kdQf, Type = Type.WILD, GetQuotient = 0.0
9387: Flower: name = cAB, Type = Type.HOUSE, GetQuotient = 0.0
9388: Bush: month = Month.NOVEMBER, name = AY, GetQuotient = 0.0
9389: Flower: name = COk, Type = Type.WILD, GetQuotient = 0.0
9390: Tree: age = 27096, name = XRTnzTv, GetQuotient = 0.0
9391: Tree: age = 98596, name = DOSqjOWDcFSwRQ, GetQuotient = 0.0
9392: Tree: age = 33081, name = TkWG, GetQuotient = 0.0
9393: Bush: month = Month.OCTOBER, name = qdRwfBtLEtcWPQA, GetQuotient = 0.0
9394: Tree: age = 67579, name = Xkt, GetQuotient = 0.0
9395: Bush: month = Month.JUNE, name = RXL, GetQuotient = 0.0
9396: Bush: month = Month.JUNE, name = snjsZ, GetQuotient = 0.0
9397: Bush: month = Month.JULY, name = lQ, GetQuotient = 0.0
9398: Flower: name = hgAJl, Type = Type.WILD, GetQuotient = 0.0
9399: Flower: name = QTkkXhANHn, Type = Type.WILD, GetQuotient = 0.0
9400: Bush: month = Month.OCTOBER, name = MEwDBXDDvgmF, GetQuotient = 0.0
9401: Bush: month = Month.JUNE, name = zR, GetQuotient = 0.0
9402: Tree: age = 46427, name = YB, GetQuotient = 0.0
9403: Flower: name = InERJhzBFGA, Type = Type.GARDEN, GetQuotient = 0.0
9404: Flower: name = xWlxjkrsRVJhflYVAW, Type = Type.GARDEN, GetQuotient = 0.0
9405: Tree: age = 50504, name = djXQIAGVwU, GetQuotient = 0.0
9406: Tree: age = 11811, name = PFEzfQ, GetQuotient = 0.0
9407: Bush: month = Month.OCTOBER, name = dDqkYCcIvdV, GetQuotient = 0.0
9408: Flower: name = X, Type = Type.HOUSE, GetQuotient = 0.0
9409: Bush: month = Month.JANUARY, name = hHNfNgtNSlrPzRK, GetQuotient = 0.0
9410: Flower: name = HXAYq, Type = Type.WILD, GetQuotient = 0.0
9411: Bush: month = Month.JUNE, name = Wpmnpnkyz, GetQuotient = 0.0
9412: Flower: name = PqrlgHZRnXBOP, Type = Type.HOUSE, GetQuotient = 0.0
9413: Bush: month = Month.JULY, name = hPl, GetQuotient = 0.0
9414: Bush: month = Month.MARCH, name = Jq, GetQuotient = 0.0
9415: Tree: age = 69597, name = x, GetQuotient = 0.0
9416: Flower: name = pqbRPP, Type = Type.WILD, GetQuotient = 0.0
9417: Flower: name = ERc, Type = Type.WILD, GetQuotient = 0.0
9418: Bush: month = Month.JULY, name = KtEBsI, GetQuotient = 0.0
9419: Flower: name = ntFP, Type = Type.GARDEN, GetQuotient = 0.0
9420: Flower: name = Z, Type = Type.WILD, GetQuotient = 0.0
9421: Flower: name = bWNJSsr, Type = Type.HOUSE, GetQuotient = 0.0
9422: Flower: name = Is, Type = Type.HOUSE, GetQuotient = 0.0
9423: Flower: name = XFQUh, Type = Type.HOUSE, GetQuotient = 0.0
9424: Bush: month = Month.DECEMBER, name = JYZD, GetQuotient = 0.0
9425: Flower: name = VvEG, Type = Type.HOUSE, GetQuotient = 0.0
9426: Bush: month = Month.NOVEMBER, name = JJKfGhG, GetQuotient = 0.0
9427: Bush: month = Month.SEPTEMBER, name = yztjd, GetQuotient = 0.0
9428: Tree: age = 18415, name = UIMMfyrs, GetQuotient = 0.0
9429: Flower: name = Oc, Type = Type.WILD, GetQuotient = 0.0
9430: Flower: name = whXUyMnhfb, Type = Type.WILD, GetQuotient = 0.0
9431: Tree: age = 51156, name = ypLjtzVzfjRrE, GetQuotient = 0.0
9432: Tree: age = 45136, name = LgYFrQU, GetQuotient = 0.0
9433: Bush: month = Month.JUNE, name = whOAIJxgEL, GetQuotient = 0.0
9434: Bush: month = Month.OCTOBER, name = JVMOjrXb, GetQuotient = 0.0
9435: Tree: age = 55799, name = nQOjq, GetQuotient = 0.0
9436: Flower: name = XyxTJAbvXg, Type = Type.GARDEN, GetQuotient = 0.0
9437: Tree: age = 59967, name = mnDpwgc, GetQuotient = 0.0
9438: Flower: name = nCrcV, Type = Type.GARDEN, GetQuotient = 0.0
9439: Flower: name = fR, Type = Type.HOUSE, GetQuotient = 0.0
9440: Bush: month = Month.OCTOBER, name = yHOb, GetQuotient = 0.0
9441: Tree: age = 90945, name = NbnDb, GetQuotient = 0.0
9442: Flower: name = BPqQ, Type = Type.WILD, GetQuotient = 0.0
9443: Tree: age = 52300, name = MngD, GetQuotient = 0.0
9444: Flower: name = pcVUHh, Type = Type.HOUSE, GetQuotient = 0.0
9445: Bush: month = Month.FEBRUARY, name = OOybbOQvfh, GetQuotient = 0.0
9446: Tree: age = 68180, name = npLlrg, GetQuotient = 0.0
9447: Bush: month = Month.JUNE, name = mcQUYIQtUXFtCBx, GetQuotient = 0.0
9448: Tree: age = 41023, name = fjcV, GetQuotient = 0.0
9449: Tree: age = 97357, name = PKsY, GetQuotient = 0.0
9450: Tree: age = 61952, name = lUmZwpWRLHPRUYJkI, GetQuotient = 0.0
9451: Tree: age = 233, name = dZhtqUnTQbrbArjWM, GetQuotient = 0.0
9452: Bush: month = Month.DECEMBER, name = kZWsJzFC, GetQuotient = 0.0
9453: Bush: month = Month.OCTOBER, name = LELwPVqfGp, GetQuotient = 0.0
9454: Tree: age = 62135, name = gfdIVnLpgcnrUqbLNZ, GetQuotient = 0.0
9455: Flower: name = IZNpszbJlImJBxfR, Type = Type.WILD, GetQuotient = 0.0
9456: Bush: month = Month.JANUARY, name = f, GetQuotient = 0.0
9457: Bush: month = Month.MAY, name = nngFSGgWPlhOKy, GetQuotient = 0.0
9458: Tree: age = 14223, name = jyWnmm, GetQuotient = 0.0
9459: Flower: name = xKGgM, Type = Type.WILD, GetQuotient = 0.0
9460: Bush: month = Month.NOVEMBER, name = dkAmXyRHN, GetQuotient = 0.0
9461: Bush: month = Month.JUNE, name = P, GetQuotient = 0.0
9462: Tree: age = 36234, name = Of, GetQuotient = 0.0
9463: Flower: name = FpGbFqj, Type = Type.WILD, GetQuotient = 0.0
9464: Tree: age = 38935, name = ZTbjKyUPRfynj, GetQuotient = 0.0
9465: Flower: name = y, Type = Type.GARDEN, GetQuotient = 0.0
9466: Flower: name = IIKcnUKWJ, Type = Type.WILD, GetQuotient = 0.0
9467: Bush: month = Month.JUNE, name = QbyAPQ, GetQuotient = 0.0
9468: Flower: name = Lw, Type = Type.GARDEN, GetQuotient = 0.0
9469: Tree: age = 69729, name = smEF, GetQuotient = 0.0
9470: Bush: month = Month.APRIL, name = h, GetQuotient = 0.0
9471: Tree: age = 98822, name = CYpHq, GetQuotient = 0.0
9472: Bush: month = Month.JUNE, name = DN, GetQuotient = 0.0
9473: Tree: age = 65674, name = hLOV, GetQuotient = 0.0
